commodity_name,date,min_price,max_price,modal_price
Apple,7/13/2021,103.1709302,114.727907,107.9302326
Apple,7/14/2021,98.25419355,117.2714516,107.9967742
Apple,7/16/2021,109.3145161,122.766129,116.2215054
Apple,7/17/2021,100.1433333,118.2566667,110.142
Apple,7/18/2021,92.49,115.5,96.035
Apple,7/19/2021,108.8178947,121.5163158,114.9331579
Apple,7/20/2021,101.4196629,118.2665169,110.3786517
Apple,7/21/2021,88.58333333,121.1666667,104.7458333
Apple,7/22/2021,102.5267442,117.552907,109.2115116
Apple,7/23/2021,99.08370787,115.5769663,104.8831461
Apple,7/24/2021,106.2549296,115.2802817,110.6464789
Apple,7/29/2021,97.62547619,115.0369048,105.9709524
Apple,7/30/2021,96.45618557,111.3412371,103.1234021
Apple,7/31/2021,96.94146341,109.0670732,102.925
Apple,8/1/2021,105.25,119,109
Apple,8/2/2021,97.97714286,108.9785714,103.1757143
Apple,8/3/2021,88.82353659,108.4612195,98.05134146
Apple,8/4/2021,45,60,48
Apple,9/28/2021,49.95588235,62.86742647,56.74816176
Apple,9/29/2021,52.07612613,64.01936937,57.68666667
Apple,9/30/2021,50.31510417,62.26739583,55.33020833
Apple,10/1/2021,60.76714286,65.96285714,63.43714286
Apple,10/2/2021,5193.746753,6260,5671.253247
Apple,10/3/2021,5228.616071,6376.875,5655.3125
Apple,10/4/2021,5165.438326,6409.707048,5644.632159
Apple,10/5/2021,4934.989879,6255.647773,5295.062753
Apple,10/6/2021,4988.844622,6228.063745,5191.946215
Apple,10/7/2021,5079.380859,6342.203125,5293.078125
Apple,10/8/2021,5032.866541,6225.107143,5226.789474
Apple,10/9/2021,4697.251572,6340.641509,4718.018868
Apple,10/10/2021,5066.747967,6420.487805,5435.406504
Apple,10/11/2021,4971.666667,6126.7603,5107.368914
Apple,10/12/2021,4708.997487,6313.984925,4852.683417
Apple,10/13/2021,5085.535814,6321.299225,5268.765504
Apple,10/14/2021,4975.935677,6328.783698,5585.71875
Apple,10/15/2021,5130.46794,6491.439849,5581.417085
Apple,10/16/2021,5169.621508,6252.675992,5137.801587
Apple,10/17/2021,5102.208333,6311.166667,5524.833333
Apple,10/18/2021,5058.479526,6502.954818,5154.870438
Apple,10/19/2021,5251.894737,6641.023923,5705.794258
Apple,10/20/2021,5125.856275,6317.006761,5213.131579
Apple,10/21/2021,5126.029599,6247.945182,5080.195912
